"job_id","started_utc","dataset","data_md5","samples","variables","truth_classes","classifier","graph_mode","graph_build_key","backend_requested","graph_backend","optimization_backend","dissimilarity_backend","n_cores_requested","n_cores_selected","gpu_auto_workers","gpu_scheduler_lanes","gpu_worker_memory_estimate_mb","seed","M","Tcycle","landmarks_requested","effective_landmarks","splitting","graph_k","knn_k","ncomp","graph_index_type","graph_ivf_nlist","graph_ivf_nprobe","graph_ivf_pilot_recall","graph_wall_seconds","graph_reported_seconds","input_copy_seconds","visual_init_seconds","landmark_sum_seconds","landmark_mean_seconds","landmark_median_seconds","optimization_wall_seconds","optimization_sum_seconds","dissimilarity_seconds","graph_conversion_seconds","matrix_wall_seconds","matrix_reported_seconds","embedding_seconds","pipeline_seconds","peak_memory_mb","best_cv_accuracy","median_cv_accuracy","iqr_cv_accuracy","best_ari","median_run_ari","max_diagnostic_ari","best_classes","median_classes","iqr_classes","min_classes","max_classes","collapse_rate_le2","median_pairwise_m_ari","classic_truth_silhouette","kodama_truth_silhouette","kodama_label_silhouette","core_commit","core_dirty"
"MetRef__native__cuda__4__100__100__pls_lda","2026-08-08 19:50:49 UTC","MetRef","500e69ce3c5bebc2f57687c93426ed58",873,375,22,"pls_lda","native","MetRef__cuda__4","cuda","cuda","cuda","cuda",0,4,TRUE,4,549.020540237427,4,100,100,100000,655,100,100,30,50,"cuda_exact",0,0,0,0.296,0.295098162,0.000117584,0.080339165,70.113081531,0.70113081531,0.1532142565,146.709329482,434.162987413,0.000763106,0.000206555,146.717,146.711336495,0.0670000000000073,147.08,796.2109375,1,0.993893129770992,0.00610687022900758,0.772331802348441,0.726661956379746,0.87212632266406,25,25,5,16,33,0,0.583495177623436,0.12575674958833,0.785032897101884,0.53749685526318,"NA","FALSE"
